row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
145,TOI-6651 b,0,121,14,results/multi_system/_chunks/chunk_05/status_row0145_TOI-6651_b.png,results/multi_system/_chunks/chunk_05/batch_row0145_TOI-6651_b.npz,
146,TOI-4603 b,0,0,135,results/multi_system/_chunks/chunk_05/status_row0146_TOI-4603_b.png,results/multi_system/_chunks/chunk_05/batch_row0146_TOI-4603_b.npz,
147,K2-285 b,0,133,2,results/multi_system/_chunks/chunk_05/status_row0147_K2-285_b.png,results/multi_system/_chunks/chunk_05/batch_row0147_K2-285_b.npz,
148,TOI-1052 b,0,129,6,results/multi_system/_chunks/chunk_05/status_row0148_TOI-1052_b.png,results/multi_system/_chunks/chunk_05/batch_row0148_TOI-1052_b.npz,
149,K2-329 b,18,109,8,results/multi_system/_chunks/chunk_05/status_row0149_K2-329_b.png,results/multi_system/_chunks/chunk_05/batch_row0149_K2-329_b.npz,
150,TOI-521 b,0,132,3,results/multi_system/_chunks/chunk_05/status_row0150_TOI-521_b.png,results/multi_system/_chunks/chunk_05/batch_row0150_TOI-521_b.npz,
151,NGTS-1 b,126,1,8,results/multi_system/_chunks/chunk_05/status_row0151_NGTS-1_b.png,results/multi_system/_chunks/chunk_05/batch_row0151_NGTS-1_b.npz,
152,TOI-1820 b,0,133,2,results/multi_system/_chunks/chunk_05/status_row0152_TOI-1820_b.png,results/multi_system/_chunks/chunk_05/batch_row0152_TOI-1820_b.npz,
153,K2-287 b,0,133,2,results/multi_system/_chunks/chunk_05/status_row0153_K2-287_b.png,results/multi_system/_chunks/chunk_05/batch_row0153_K2-287_b.npz,
154,HD 89345 b,0,133,2,results/multi_system/_chunks/chunk_05/status_row0154_HD_89345_b.png,results/multi_system/_chunks/chunk_05/batch_row0154_HD_89345_b.npz,
155,TOI-4406 b,14,117,4,results/multi_system/_chunks/chunk_05/status_row0155_TOI-4406_b.png,results/multi_system/_chunks/chunk_05/batch_row0155_TOI-4406_b.npz,
156,TOI-1135 b,0,130,5,results/multi_system/_chunks/chunk_05/status_row0156_TOI-1135_b.png,results/multi_system/_chunks/chunk_05/batch_row0156_TOI-1135_b.npz,
157,TOI-3288 b,74,56,5,results/multi_system/_chunks/chunk_05/status_row0157_TOI-3288_b.png,results/multi_system/_chunks/chunk_05/batch_row0157_TOI-3288_b.npz,
158,TOI-4666 b,64,65,6,results/multi_system/_chunks/chunk_05/status_row0158_TOI-4666_b.png,results/multi_system/_chunks/chunk_05/batch_row0158_TOI-4666_b.npz,
159,TOI-5007 b,101,28,6,results/multi_system/_chunks/chunk_05/status_row0159_TOI-5007_b.png,results/multi_system/_chunks/chunk_05/batch_row0159_TOI-5007_b.npz,
160,TOI-5916 b,107,23,5,results/multi_system/_chunks/chunk_05/status_row0160_TOI-5916_b.png,results/multi_system/_chunks/chunk_05/batch_row0160_TOI-5916_b.npz,
161,TOI-1859 b,0,132,3,results/multi_system/_chunks/chunk_05/status_row0161_TOI-1859_b.png,results/multi_system/_chunks/chunk_05/batch_row0161_TOI-1859_b.npz,
162,GJ 143 b,0,130,5,results/multi_system/_chunks/chunk_05/status_row0162_GJ_143_b.png,results/multi_system/_chunks/chunk_05/batch_row0162_GJ_143_b.npz,
163,HD 23472 b,0,126,9,results/multi_system/_chunks/chunk_05/status_row0163_HD_23472_b.png,results/multi_system/_chunks/chunk_05/batch_row0163_HD_23472_b.npz,
164,HD 23472 c,0,133,2,results/multi_system/_chunks/chunk_05/status_row0164_HD_23472_c.png,results/multi_system/_chunks/chunk_05/batch_row0164_HD_23472_c.npz,
165,Kepler-41 b,0,132,3,results/multi_system/_chunks/chunk_05/status_row0165_Kepler-41_b.png,results/multi_system/_chunks/chunk_05/batch_row0165_Kepler-41_b.npz,
166,HD 23472 d,0,134,1,results/multi_system/_chunks/chunk_05/status_row0166_HD_23472_d.png,results/multi_system/_chunks/chunk_05/batch_row0166_HD_23472_d.npz,
167,HD 23472 e,0,134,1,results/multi_system/_chunks/chunk_05/status_row0167_HD_23472_e.png,results/multi_system/_chunks/chunk_05/batch_row0167_HD_23472_e.npz,
168,HD 23472 f,0,132,3,results/multi_system/_chunks/chunk_05/status_row0168_HD_23472_f.png,results/multi_system/_chunks/chunk_05/batch_row0168_HD_23472_f.npz,
169,HD 20329 b,0,133,2,results/multi_system/_chunks/chunk_05/status_row0169_HD_20329_b.png,results/multi_system/_chunks/chunk_05/batch_row0169_HD_20329_b.npz,
170,TOI-1803 b,0,131,4,results/multi_system/_chunks/chunk_05/status_row0170_TOI-1803_b.png,results/multi_system/_chunks/chunk_05/batch_row0170_TOI-1803_b.npz,
171,TOI-2120 b,0,133,2,results/multi_system/_chunks/chunk_05/status_row0171_TOI-2120_b.png,results/multi_system/_chunks/chunk_05/batch_row0171_TOI-2120_b.npz,
172,TOI-1173 b,0,133,2,results/multi_system/_chunks/chunk_05/status_row0172_TOI-1173_b.png,results/multi_system/_chunks/chunk_05/batch_row0172_TOI-1173_b.npz,
173,NGTS-12 b,0,132,3,results/multi_system/_chunks/chunk_05/status_row0173_NGTS-12_b.png,results/multi_system/_chunks/chunk_05/batch_row0173_NGTS-12_b.npz,
