row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
232,K2-211 b,0,130,5,results/multi_system/_chunks/chunk_08/status_row0232_K2-211_b.png,results/multi_system/_chunks/chunk_08/batch_row0232_K2-211_b.npz,
233,Kepler-444 f,0,132,3,results/multi_system/_chunks/chunk_08/status_row0233_Kepler-444_f.png,results/multi_system/_chunks/chunk_08/batch_row0233_Kepler-444_f.npz,
234,Kepler-2001 c,0,132,3,results/multi_system/_chunks/chunk_08/status_row0234_Kepler-2001_c.png,results/multi_system/_chunks/chunk_08/batch_row0234_Kepler-2001_c.npz,
235,Kepler-1991 c,0,131,4,results/multi_system/_chunks/chunk_08/status_row0235_Kepler-1991_c.png,results/multi_system/_chunks/chunk_08/batch_row0235_Kepler-1991_c.npz,
236,PH2 b,0,133,2,results/multi_system/_chunks/chunk_08/status_row0236_PH2_b.png,results/multi_system/_chunks/chunk_08/batch_row0236_PH2_b.npz,
237,Kepler-1972 b,0,132,3,results/multi_system/_chunks/chunk_08/status_row0237_Kepler-1972_b.png,results/multi_system/_chunks/chunk_08/batch_row0237_Kepler-1972_b.npz,
238,Kepler-39 b,0,133,2,results/multi_system/_chunks/chunk_08/status_row0238_Kepler-39_b.png,results/multi_system/_chunks/chunk_08/batch_row0238_Kepler-39_b.npz,
239,Kepler-444 d,0,132,3,results/multi_system/_chunks/chunk_08/status_row0239_Kepler-444_d.png,results/multi_system/_chunks/chunk_08/batch_row0239_Kepler-444_d.npz,
240,Kepler-656 c,0,133,2,results/multi_system/_chunks/chunk_08/status_row0240_Kepler-656_c.png,results/multi_system/_chunks/chunk_08/batch_row0240_Kepler-656_c.npz,
241,G 9-40 b,0,132,3,results/multi_system/_chunks/chunk_08/status_row0241_G_9-40_b.png,results/multi_system/_chunks/chunk_08/batch_row0241_G_9-40_b.npz,
242,K2-31 b,77,54,4,results/multi_system/_chunks/chunk_08/status_row0242_K2-31_b.png,results/multi_system/_chunks/chunk_08/batch_row0242_K2-31_b.npz,
243,K2-208 b,0,133,2,results/multi_system/_chunks/chunk_08/status_row0243_K2-208_b.png,results/multi_system/_chunks/chunk_08/batch_row0243_K2-208_b.npz,
244,KELT-21 b,6,128,1,results/multi_system/_chunks/chunk_08/status_row0244_KELT-21_b.png,results/multi_system/_chunks/chunk_08/batch_row0244_KELT-21_b.npz,
245,K2-19 b,0,131,4,results/multi_system/_chunks/chunk_08/status_row0245_K2-19_b.png,results/multi_system/_chunks/chunk_08/batch_row0245_K2-19_b.npz,
246,Kepler-880 c,0,131,4,results/multi_system/_chunks/chunk_08/status_row0246_Kepler-880_c.png,results/multi_system/_chunks/chunk_08/batch_row0246_Kepler-880_c.npz,
247,Kepler-79 d,0,129,6,results/multi_system/_chunks/chunk_08/status_row0247_Kepler-79_d.png,results/multi_system/_chunks/chunk_08/batch_row0247_Kepler-79_d.npz,
248,Kepler-79 c,0,134,1,results/multi_system/_chunks/chunk_08/status_row0248_Kepler-79_c.png,results/multi_system/_chunks/chunk_08/batch_row0248_Kepler-79_c.npz,
249,K2-115 b,48,85,2,results/multi_system/_chunks/chunk_08/status_row0249_K2-115_b.png,results/multi_system/_chunks/chunk_08/batch_row0249_K2-115_b.npz,
250,Kepler-1985 b,0,129,6,results/multi_system/_chunks/chunk_08/status_row0250_Kepler-1985_b.png,results/multi_system/_chunks/chunk_08/batch_row0250_Kepler-1985_b.npz,
251,Kepler-553 c,0,129,6,results/multi_system/_chunks/chunk_08/status_row0251_Kepler-553_c.png,results/multi_system/_chunks/chunk_08/batch_row0251_Kepler-553_c.npz,
252,GJ 3473 b,0,133,2,results/multi_system/_chunks/chunk_08/status_row0252_GJ_3473_b.png,results/multi_system/_chunks/chunk_08/batch_row0252_GJ_3473_b.npz,
253,TOI-5205 b,126,7,2,results/multi_system/_chunks/chunk_08/status_row0253_TOI-5205_b.png,results/multi_system/_chunks/chunk_08/batch_row0253_TOI-5205_b.npz,
254,HAT-P-9 b,45,87,3,results/multi_system/_chunks/chunk_08/status_row0254_HAT-P-9_b.png,results/multi_system/_chunks/chunk_08/batch_row0254_HAT-P-9_b.npz,
255,Kepler-1996 c,0,132,3,results/multi_system/_chunks/chunk_08/status_row0255_Kepler-1996_c.png,results/multi_system/_chunks/chunk_08/batch_row0255_Kepler-1996_c.npz,
256,Kepler-278 c,0,131,4,results/multi_system/_chunks/chunk_08/status_row0256_Kepler-278_c.png,results/multi_system/_chunks/chunk_08/batch_row0256_Kepler-278_c.npz,
257,Kepler-1834 c,0,132,3,results/multi_system/_chunks/chunk_08/status_row0257_Kepler-1834_c.png,results/multi_system/_chunks/chunk_08/batch_row0257_Kepler-1834_c.npz,
258,Kepler-1987 c,0,129,6,results/multi_system/_chunks/chunk_08/status_row0258_Kepler-1987_c.png,results/multi_system/_chunks/chunk_08/batch_row0258_Kepler-1987_c.npz,
259,LTT 3780 b,0,134,1,results/multi_system/_chunks/chunk_08/status_row0259_LTT_3780_b.png,results/multi_system/_chunks/chunk_08/batch_row0259_LTT_3780_b.npz,
260,LTT 3780 c,0,133,2,results/multi_system/_chunks/chunk_08/status_row0260_LTT_3780_c.png,results/multi_system/_chunks/chunk_08/batch_row0260_LTT_3780_c.npz,
