pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_kmag,sy_kmagerr1,sy_kmagerr2
TOI-4010 b,1.34833500000,0.00000300000,-0.00000200000,0,0.0229000000,0.0002000000,-0.0002000000,0,0.26942682,0.00713713,-0.00713713,0,0.03460987,0.00405879,-0.00399587,0,2.200000,0.300000,-0.300000,0,0.030000,0.030000,-0.020000,0,88.10000,1.20000,-1.10000,0,2459007.54900000,0.00100000,-0.00100000,0,0.190000,0.120000,-0.130000,0,,,,,1.7700000,0.0300000,-0.0300000,0,,,,,0.03300000,0.00100000,-0.00100000,0,,,,,0.0000,155.0000,-149.0000,0,,,,,,,,,K V,4960.00,36.00,-36.00,0,0.830000,0.010000,-0.010000,0,0.880000,0.030000,-0.030000,0,0.3700,0.0700,-0.0700,0,[Fe/H],4.540000,0.020000,-0.020000,0,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,10.1570000,0.0210000,-0.0210000
TOI-2384 b,2.13570304000,0.00000038000,-0.00000038000,0,0.0279300000,0.0002300000,-0.0002300000,0,1.02500000,0.02100000,-0.02100000,0,1.96600000,0.05900000,-0.05900000,0,2.260000,0.150000,-0.150000,0,0.000000,,,0,88.37000,0.34000,-0.34000,0,2459591.99589000,0.00011700,-0.00011700,0,0.280000,0.046000,-0.060000,0,,,,,1.8910000,0.0120000,-0.0120000,0,9.820000,0.120000,-0.120000,0,0.17230000,0.00240000,-0.00240000,0,,,,,,,,,,,,,,,,,,3943.00,14.00,-14.00,0,0.611300,0.008000,-0.008000,0,0.635000,0.016000,-0.016000,0,0.3320,0.0630,-0.0630,0,[Fe/H],4.660000,0.013000,-0.013000,0,02h24m37.48s,36.1561463,-65d00m00.70s,-65.0001957,11.1190000,0.0230000,-0.0230000
HAT-P-28 b,3.25721500000,0.00000700000,-0.00000700000,0,0.0434000000,0.0007000000,-0.0007000000,0,1.21200000,0.11300000,-0.08200000,0,0.62600000,0.03700000,-0.03700000,0,0.440000,0.090000,-0.090000,0,0.051000,0.033000,-0.033000,0,88.00000,0.90000,-0.90000,0,2455417.59832000,0.00053000,-0.00053000,0,0.299000,0.114000,-0.123000,0,1.47190000,,,0,3.2184000,0.0480000,-0.0480000,0,8.430000,0.570000,-0.570000,0,0.11300000,0.00240000,-0.00240000,0,,,,,233.0000,90.0000,-90.0000,0,,,,,,,,,G3,5680.00,90.00,-90.00,0,1.103000,0.091000,-0.069000,0,1.025000,0.047000,-0.047000,0,0.1200,0.0800,-0.0800,0,[Fe/H],4.360000,0.060000,-0.060000,0,00h52m00.22s,13.0009159,+34d43m42.25s,34.7284020,11.1040000,0.0180000,-0.0180000
NGTS-10 b,0.76689440000,0.00000030000,-0.00000030000,0,0.0143000000,0.0010000000,-0.0010000000,0,1.20500000,0.11700000,-0.08300000,0,2.16200000,0.09200000,-0.10700000,0,1.430000,0.354000,-0.404000,0,0.000000,,,0,,,,,2457518.84377000,0.00017000,-0.00017000,0,0.852300,0.031580,-0.019700,0,,,,,1.0910000,0.0190000,-0.0190000,0,4.447000,0.123000,-0.141000,0,0.17650000,0.01100000,-0.00700000,0,,,,,,,,,,,,,,,,,K5 V,4600.00,150.00,-150.00,0,0.697000,0.036000,-0.036000,0,0.696000,0.040000,-0.040000,0,-0.0200,0.1200,-0.1200,0,[M/H],4.595000,0.019000,-0.019000,0,06h07m29.35s,91.8722801,-25d35m41.63s,-25.5948963,11.7280000,0.0250000,-0.0250000
HD 3167 b,0.95964100000,0.00001100000,-0.00001100000,0,0.0179600000,0.0003700000,-0.0003100000,0,0.14898768,0.01516641,-0.00892142,0,0.01563737,0.00075512,-0.00072366,0,5.600000,1.200000,-1.300000,0,0.000000,,,0,83.40000,4.60000,-7.70000,0,2457394.37454000,0.00043000,-0.00043000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5261.00,60.00,-60.00,0,0.880000,0.012000,-0.013000,0,0.837000,0.053000,-0.043000,0,0.0400,0.0500,-0.0500,0,[Fe/H],,,,,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,7.0660000,0.0200000,-0.0200000
KOI-1257 b,86.64766100000,0.00003400000,-0.00003400000,0,0.3820000000,0.0060000000,-0.0060000000,0,0.94000000,0.12000000,-0.12000000,0,1.45000000,0.35000000,-0.35000000,0,2.100000,1.200000,-1.200000,0,0.772000,0.045000,-0.045000,0,89.66000,0.24000,-0.38000,0,2455006.79454000,0.00030000,-0.00030000,0,,,,,,,,,,,,,,,,,,,,,,,,,141.3000,17.0000,-17.0000,0,74.000,32.000,-46.000,0,,,,,G5 V,5520.00,80.00,-80.00,0,1.130000,0.140000,-0.140000,0,0.990000,0.050000,-0.050000,0,0.2700,0.0900,-0.0900,0,[Fe/H],4.320000,0.100000,-0.100000,0,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,12.7260000,0.0230000,-0.0230000
Kepler-634 b,5.16950177000,0.00001029000,-0.00001029000,0,,,,,0.16861451,0.02676421,-0.02230351,0,,,,,,,,,,,,,,,,,2455003.31319000,0.00156000,-0.00156000,0,,,,,,,,,4.5070000,0.0482000,-0.0482000,0,,,,,0.01354400,0.00026700,-0.00021400,0,,,,,,,,,,,,,,,,,,6075.00,86.22,-77.53,0,1.240000,0.193000,-0.161000,0,1.030000,0.085000,-0.066000,0,-0.1800,0.1320,-0.1290,0,[Fe/H],4.260000,0.119000,-0.102000,0,19h24m46.82s,291.1950900,+40d42m09.85s,40.7027352,12.1600000,0.0210000,-0.0210000
Kepler-684 b,6.77030200800,0.00000886000,-0.00000886000,0,,,,,0.29975912,0.02676421,-0.02676421,0,,,,,,,,,,,,,,,,,2455003.57697000,0.00103000,-0.00103000,0,,,,,,,,,1.9398000,0.0457000,-0.0457000,0,,,,,0.03594600,0.00025900,-0.00138800,0,,,,,,,,,,,,,,,,,,5493.00,123.67,-118.74,0,0.860000,0.076000,-0.069000,0,0.890000,0.055000,-0.064000,0,-0.1100,0.1610,-0.1940,0,[Fe/H],4.530000,0.048000,-0.088000,0,19h23m28.92s,290.8704935,+38d16m24.95s,38.2735978,13.8280000,0.0490000,-0.0490000
Kepler-393 b,9.18241700000,0.00009600000,-0.00009600000,0,0.0910000000,,,0,0.11500000,0.02200000,-0.02200000,0,,,,,,,,,,,,,,,,,2454967.04813000,0.00560000,-0.00560000,0,0.630000,0.260000,-0.260000,0,,,,,4.3430000,0.1700000,-0.1700000,0,,,,,,,,,,,,,,,,,,,,,,,,,,6189.00,100.00,-100.00,0,1.382000,0.263000,-0.263000,0,,,,,,,,,,4.233000,0.150000,-0.150000,0,19h23m58.85s,290.9952050,+45d11m31.88s,45.1921880,11.9950000,0.0170000,-0.0170000
Kepler-690 b,7.74809437400,0.00000763400,-0.00000763400,0,,,,,0.53082345,0.16326166,-0.06691052,0,,,,,,,,,,,,,,,,,2455007.99743100,0.00078700,-0.00078700,0,,,,,,,,,3.5631000,0.0391000,-0.0391000,0,,,,,0.04715500,0.00013700,-0.00118700,0,,,,,,,,,,,,,,,,,,5913.00,87.61,-115.89,0,1.160000,0.356000,-0.143000,0,1.110000,0.105000,-0.063000,0,0.1900,0.1340,-0.1520,0,[Fe/H],4.350000,0.098000,-0.205000,0,19h37m57.58s,294.4899225,+39d46m17.31s,39.7714758,14.1060000,0.0740000,-0.0740000
TOI-1248 b,4.36015610000,0.00000110000,-0.00000110000,0,0.0510000000,0.0010000000,-0.0010000000,0,0.60741347,0.01041272,-0.01073043,0,0.08621004,0.01132687,-0.01101223,0,0.470000,0.100000,-0.120000,0,0.000000,,,0,,,,,2458687.12116000,0.00016000,-0.00016000,0,0.595805,0.028499,-0.035674,0,,,,,2.3141338,0.0126430,-0.0133882,0,,,,,0.07186602,0.00054582,-0.00062317,0,,,,,90.0000,,,0,,,,,,,,,,5205.00,56.00,-62.00,0,0.868600,0.013300,-0.013400,0,0.904200,0.027300,-0.027500,0,0.2230,0.0570,-0.0560,0,[Fe/H],4.515000,0.022000,-0.022000,0,17h16m05.66s,259.0235918,+63d06m20.19s,63.1056072,9.8700000,0.0160000,-0.0160000
TOI-4773 b,1.74528510000,0.00000140000,-0.00000140000,0,0.0321600000,0.0006000000,-0.0005600000,0,1.35800000,0.04900000,-0.04800000,0,5.31000000,0.35000000,-0.34000000,0,2.630000,0.330000,-0.290000,0,0.024000,0.027000,-0.017000,0,78.64000,0.61000,-0.56000,0,2459673.53995000,0.00028000,-0.00028000,0,0.885700,0.006600,-0.007200,0,0.75100000,0.02300000,-0.02200000,0,1.9608000,0.0288000,-0.0288000,0,4.460000,0.140000,-0.130000,0,0.09010000,0.00140000,-0.00140000,0,,,,,-113.0000,87.0000,-100.0000,0,,,,,,,,,,6740.00,250.00,-200.00,0,1.550000,0.046000,-0.046000,0,1.452000,0.082000,-0.075000,0,0.1100,0.1400,-0.1200,0,[Fe/H],4.220000,0.029000,-0.028000,0,07h39m46.24s,114.9426489,-21d29m08.23s,-21.4856184,10.7150000,0.0210000,-0.0210000
Kepler-1898 b,4.76562023200,,,0,,,,,0.08328458,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5702.00,189.00,-172.00,0,1.125000,0.347000,-0.284000,0,0.837000,0.130000,-0.070000,0,-0.2800,0.3000,-0.3000,0,[Fe/H],4.258000,0.253000,-0.207000,0,19h08m49.39s,287.2058009,+38d29m53.49s,38.4981903,11.5320000,0.0210000,-0.0210000
K2-240 b,6.03400000000,0.00100000000,-0.00100000000,0,0.0513000000,0.0009000000,-0.0009000000,0,0.17842805,0.01784280,-0.00892140,0,,,,,,,,,,,,,89.26000,0.51000,-0.64000,0,2457996.82500000,,,0,0.280000,0.200000,-0.190000,0,0.13100000,0.01000000,-0.01000000,0,2.1528000,0.1104000,-0.0912000,0,21.100000,1.300000,-1.600000,0,0.03620000,0.00140000,-0.00140000,0,,,,,,,,,,,,,,,,,M0.5 V,3810.00,17.00,-17.00,0,0.540000,0.010000,-0.010000,0,0.580000,0.010000,-0.010000,0,-0.1000,0.1000,-0.1000,0,[Fe/H],4.700000,0.100000,-0.100000,0,15h11m23.85s,227.8493710,-17d52m31.61s,-17.8754464,9.5600000,0.0230000,-0.0230000
Kepler-1886 b,24.27580070000,,,0,,,,,0.23031392,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5745.00,181.00,-201.00,0,0.837000,0.209000,-0.075000,0,0.928000,0.100000,-0.110000,0,-0.2000,0.3000,-0.3000,0,[Fe/H],4.559000,0.042000,-0.168000,0,19h45m03.48s,296.2645118,+39d24m21.51s,39.4059745,13.7050000,0.0500000,-0.0500000
K2-24 c,42.33910000000,0.00120000000,-0.00120000000,0,,,,,0.66910518,0.02676421,-0.02676421,0,0.04845358,0.00597804,-0.00566340,0,0.200000,0.040000,-0.030000,0,0.070000,,,1,,,,,2456915.44850000,0.00780000,-0.00790000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5625.00,60.00,-60.00,0,1.160000,0.040000,-0.040000,0,1.070000,0.060000,-0.060000,0,0.3400,0.0400,-0.0400,0,[Fe/H],4.290000,0.050000,-0.050000,0,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,9.1800000,0.0210000,-0.0210000
Kepler-1576 b,6.98471973000,0.00005940000,-0.00005940000,0,,,,,0.09278259,0.02587207,-0.01159782,0,,,,,,,,,,,,,,,,,2454968.99535000,0.00678000,-0.00678000,0,,,,,,,,,2.7230000,0.2140000,-0.2140000,0,,,,,0.00852100,0.00055000,-0.00055700,0,,,,,,,,,,,,,,,,,,5876.00,104.99,-147.58,0,1.060000,0.284000,-0.114000,0,1.050000,0.074000,-0.067000,0,0.0500,0.1470,-0.1610,0,[Fe/H],4.400000,0.082000,-0.185000,0,19h16m17.75s,289.0739641,+40d21m57.69s,40.3660239,11.8000000,0.0220000,-0.0220000
Kepler-55 e,4.61753400000,0.00002100000,-0.00002100000,0,0.0480000000,,,0,0.13800000,0.02100000,-0.02100000,0,,,,,,,,,,,,,,,,,2454968.04254000,0.00224000,-0.00224000,0,0.720000,0.290000,-0.290000,0,,,,,2.1320000,0.0630000,-0.0630000,0,,,,,,,,,,,,,,,,,,,,,,,,,,4503.00,100.00,-100.00,0,0.619000,0.028000,-0.028000,0,,,,,,,,,,4.684000,0.150000,-0.150000,0,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,13.2890000,0.0490000,-0.0490000
Kepler-31 d,87.64510000000,0.00140000000,-0.00140000000,0,0.4000000000,,,0,0.34793470,0.07137122,-0.07137122,0,6.80000000,,,1,,,,,,,,,,,,,2454967.94200000,0.00900000,-0.00900000,0,0.500000,0.400000,-0.500000,0,0.09590000,,,0,8.2560000,0.2400000,-0.2400000,0,,,,,0.02910000,0.00110000,-0.00110000,0,,,,,,,,,,,,,,,,,,6340.00,200.00,-200.00,0,1.220000,0.240000,-0.240000,0,1.210000,0.170000,-0.170000,0,-0.0760,0.4000,-0.4000,0,[Fe/H],4.696000,0.300000,-0.300000,0,19h36m05.53s,294.0230229,+45d51m10.99s,45.8530535,13.8710000,0.0500000,-0.0500000
Kepler-109 c,21.22265000000,0.00002700000,-0.00002700000,0,0.1546000000,0.0042000000,-0.0042000000,0,0.23641757,0.01070570,-0.01070570,0,0.02580009,,,1,2.400000,,,1,0.098000,,,1,89.63000,0.19000,-0.19000,0,2454970.57220000,0.00100000,-0.00100000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5950.00,62.00,-62.00,0,1.387000,0.021000,-0.021000,0,1.094000,0.086000,-0.078000,0,-0.0200,0.0650,-0.0650,0,[Fe/H],,,,,19h21m34.24s,290.3926795,+40d17m05.67s,40.2849074,11.0010000,0.0170000,-0.0170000
TRAPPIST-1 e,6.10101300000,0.00003500000,-0.00003500000,0,0.0292500000,0.0025000000,-0.0025000000,0,0.08207704,0.00115978,-0.00107057,0,0.00217728,0.00006922,-0.00006922,0,4.901605,0.165408,-0.181949,0,,,,,89.79300,0.04800,-0.04800,0,,,,,0.191000,0.041000,-0.041000,0,0.50120000,0.00780000,-0.00780000,0,0.9293000,0.0043000,-0.0043000,0,52.855000,0.239000,-0.392000,0,0.07079000,0.00055000,-0.00055000,0,,,,,,,,,,,,,,,,,,2566.00,26.00,-26.00,0,0.119200,0.001300,-0.001300,0,0.089800,0.002300,-0.002300,0,,,,,,5.239600,0.005600,-0.007300,0,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,10.2960000,0.0230000,-0.0230000
Kepler-607 c,39.67679977000,,,0,,,,,0.24623220,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.00,203.00,-184.00,0,0.888000,0.197000,-0.131000,0,0.808000,0.112000,-0.060000,0,0.0200,0.3000,-0.2500,0,[Fe/H],4.449000,0.112000,-0.192000,0,19h24m13.71s,291.0571451,+44d37m56.30s,44.6323060,12.4260000,0.0190000,-0.0190000
Kepler-1284 b,0.66407380600,0.00000148000,-0.00000148000,0,,,,,0.10794897,0.00892140,-0.00624498,0,,,,,,,,,,,,,,,,,2454966.40327000,0.00175000,-0.00175000,0,,,,,,,,,1.1019000,0.0622000,-0.0622000,0,,,,,0.01353900,0.00077300,-0.00040500,0,,,,,,,,,,,,,,,,,,5123.00,62.80,-83.53,0,0.790000,0.046000,-0.040000,0,0.840000,0.040000,-0.044000,0,0.0300,0.1700,-0.1750,0,[Fe/H],4.570000,0.028000,-0.054000,0,19h25m06.95s,291.2789549,+47d41m15.28s,47.6875766,13.5720000,0.0330000,-0.0330000
TOI-4734 b,6.23563300000,0.00001000000,-0.00001100000,0,0.0740000000,0.0013000000,-0.0018000000,0,0.97400000,0.02500000,-0.02300000,0,0.19400000,0.03300000,-0.03200000,0,0.260000,0.046000,-0.045000,0,0.120000,,,1,89.20000,0.56000,-0.86000,0,2459710.23803000,0.00071000,-0.00073000,0,0.120000,0.120000,-0.080000,0,0.29080000,0.00760000,-0.00740000,0,5.8130000,0.0430000,-0.0430000,0,8.590000,0.090000,-0.190000,0,,,,,,,,,,,,,,,,,,,,,,6070.00,160.00,-150.00,0,1.857000,0.038000,-0.036000,0,1.391000,0.074000,-0.097000,0,0.2880,0.0760,-0.0780,0,[Fe/H],4.046000,0.014000,-0.026000,0,06h01m25.95s,90.3581219,+12d32m52.38s,12.5478825,10.8480000,0.0180000,-0.0180000
Kepler-263 b,16.56808700000,0.00006500000,-0.00006500000,0,0.1200000000,,,0,0.23800000,0.12900000,-0.12900000,0,,,,,,,,,,,,,,,,,2454979.15154000,0.00238000,-0.00238000,0,0.080000,0.230000,-0.230000,0,,,,,4.1430000,0.0730000,-0.0730000,0,,,,,,,,,,,,,,,,,,,,,,,,,,5265.00,200.00,-200.00,0,0.785000,0.427000,-0.427000,0,,,,,,,,,,4.576000,0.300000,-0.300000,0,19h29m52.75s,292.4698022,+37d34m04.06s,37.5677941,13.5480000,0.0480000,-0.0480000
Kepler-1026 b,36.51560530000,0.00010370000,-0.00010370000,0,,,,,0.19716299,0.02944063,-0.01338210,0,,,,,,,,,,,,,,,,,2454984.29218000,0.00234000,-0.00234000,0,,,,,,,,,3.5880000,0.0841000,-0.0841000,0,,,,,0.02730200,0.00388800,-0.00120200,0,,,,,,,,,,,,,,,,,,4948.00,85.79,-89.37,0,0.750000,0.034000,-0.038000,0,0.790000,0.037000,-0.044000,0,-0.0200,0.1510,-0.1670,0,[Fe/H],4.590000,0.023000,-0.042000,0,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,12.0770000,0.0270000,-0.0270000
Kepler-594 b,13.64618192000,0.00003489000,-0.00003489000,0,,,,,0.19448657,0.01962709,-0.01338210,0,,,,,,,,,,,,,,,,,2455013.34816000,0.00206000,-0.00206000,0,,,,,,,,,3.3740000,0.0691000,-0.0691000,0,,,,,0.02333500,0.00072900,-0.00053100,0,,,,,,,,,,,,,,,,,,5485.00,80.49,-94.00,0,0.870000,0.082000,-0.057000,0,0.910000,0.042000,-0.050000,0,-0.0300,0.1440,-0.1710,0,[Fe/H],4.520000,0.042000,-0.089000,0,19h15m41.21s,288.9217259,+49d45m43.29s,49.7620237,13.0010000,0.0340000,-0.0340000
TOI-1386 b,25.84010000000,0.00310000000,-0.00310000000,0,0.1730000000,0.0030000000,-0.0030000000,0,0.55458981,0.01841721,-0.01512802,0,0.14410292,0.01824884,-0.01793421,0,1.040000,0.210000,-0.270000,0,0.000000,,,0,,,,,2458752.32100000,0.00300000,-0.00300000,0,0.293789,0.273923,-0.199889,0,,,,,5.6703771,0.1527970,-0.1241270,0,,,,,0.05568461,0.00156755,-0.00121876,0,,,,,90.0000,,,0,,,,,,,,,,5735.00,75.00,-77.00,0,1.023500,0.018000,-0.016700,0,1.036300,0.034900,-0.035200,0,0.1490,0.0590,-0.0580,0,[Fe/H],4.431000,0.022000,-0.024000,0,22h18m00.98s,334.5041029,+54d19m08.56s,54.3190454,9.0860000,0.0190000,-0.0190000
Kepler-371 b,34.76327800000,0.00035100000,-0.00035100000,0,0.2000000000,,,0,0.16900000,0.04600000,-0.04600000,0,,,,,,,,,,,,,,,,,2454994.73489000,0.00644000,-0.00644000,0,0.620000,0.350000,-0.350000,0,,,,,4.1740000,0.1580000,-0.1580000,0,,,,,,,,,,,,,,,,,,,,,,,,,,5666.00,146.00,-146.00,0,0.992000,0.249000,-0.249000,0,,,,,,,,,,4.390000,0.150000,-0.150000,0,19h29m18.36s,292.3264835,+38d39m27.16s,38.6575441,12.3440000,0.0250000,-0.0250000
Kepler-340 c,22.82466900000,0.00048100000,-0.00048100000,0,0.1780000000,,,0,0.30100000,0.06900000,-0.06900000,0,,,,,,,,,,,,,,,,,2454977.46616000,0.00945000,-0.00945000,0,0.120000,0.230000,-0.230000,0,,,,,6.6140000,0.3380000,-0.3380000,0,,,,,,,,,,,,,,,,,,,,,,,,,,6620.00,376.00,-376.00,0,1.850000,0.416000,-0.416000,0,,,,,,,,,,4.063000,0.150000,-0.150000,0,19h43m44.03s,295.9334710,+40d18m01.99s,40.3005515,11.5830000,0.0140000,-0.0140000
Kepler-229 c,16.06863800000,0.00001900000,-0.00001900000,0,0.1170000000,,,0,0.43900000,0.15500000,-0.15500000,0,,,,,,,,,,,,,,,,,2455006.62165000,0.00062000,-0.00062000,0,0.000000,0.170000,-0.170000,0,,,,,3.5460000,0.0310000,-0.0310000,0,,,,,,,,,,,,,,,,,,,,,,,,,,5120.00,200.00,-200.00,0,0.728000,0.257000,-0.257000,0,,,,,,,,,,4.633000,0.300000,-0.300000,0,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,13.7850000,0.0540000,-0.0540000
Kepler-33 c,13.17562000000,0.00014000000,-0.00014000000,0,0.1189000000,0.0025000000,-0.0025000000,0,0.28500000,0.02700000,-0.02700000,0,,,,,,,,,0.000000,,,0,88.19000,0.58000,-1.06000,0,2454976.67640000,0.00420000,-0.00420000,0,0.440000,0.170000,-0.210000,0,0.02977000,0.00091000,-0.00091000,0,6.7000000,0.0960000,-0.1070000,0,13.800000,1.500000,-1.500000,0,0.01602000,0.00057000,-0.00057000,0,,,,,,,,,,,,,,,,,,5904.00,47.00,-47.00,0,1.820000,0.140000,-0.180000,0,1.291000,0.063000,-0.121000,0,0.0250,0.0019,-0.0019,0,[Fe/H],4.027000,0.056000,-0.056000,0,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,12.5910000,0.0220000,-0.0220000
Kepler-1266 b,28.47474800000,0.00020450000,-0.00020450000,0,,,,,0.23017218,0.01159782,-0.04103845,0,,,,,,,,,,,,,,,,,2454987.58191000,0.00661000,-0.00661000,0,,,,,,,,,4.8090000,0.1580000,-0.1580000,0,,,,,0.03140700,0.00009200,-0.00523200,0,,,,,,,,,,,,,,,,,,5044.00,49.22,-50.99,0,0.760000,0.038000,-0.047000,0,0.800000,0.039000,-0.048000,0,-0.0700,0.1540,-0.1830,0,[Fe/H],4.590000,0.029000,-0.050000,0,19h03m28.64s,285.8693277,+42d43m40.80s,42.7279996,13.8240000,0.0450000,-0.0450000
Kepler-1637 b,6.10960324000,0.00006485000,-0.00006485000,0,,,,,0.07940048,0.01605852,-0.00802926,0,,,,,,,,,,,,,,,,,2454966.80963000,0.00863000,-0.00863000,0,,,,,,,,,5.5850000,0.2150000,-0.2150000,0,,,,,0.00761800,0.00012000,-0.00050500,0,,,,,,,,,,,,,,,,,,5789.00,79.58,-94.94,0,1.020000,0.202000,-0.087000,0,1.020000,0.059000,-0.051000,0,0.0700,0.1530,-0.1580,0,[Fe/H],4.430000,0.064000,-0.152000,0,18h48m56.83s,282.2368006,+48d09m15.13s,48.1542016,11.7780000,0.0210000,-0.0210000
Kepler-879 b,33.38559380000,0.00014200000,-0.00014200000,0,,,,,0.22928004,0.05888126,-0.02497993,0,,,,,,,,,,,,,,,,,2454981.92796000,0.00332000,-0.00332000,0,,,,,,,,,5.0514000,0.0971000,-0.0971000,0,,,,,0.02275500,0.00332200,-0.00122000,0,,,,,,,,,,,,,,,,,,5792.00,96.05,-120.23,0,1.020000,0.217000,-0.096000,0,1.020000,0.057000,-0.056000,0,0.0500,0.1490,-0.1550,0,[Fe/H],4.420000,0.076000,-0.156000,0,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521,12.6810000,0.0240000,-0.0240000
Kepler-1463 b,25.15864000000,0.00051230000,-0.00051230000,0,,,,,0.16593809,0.02944063,-0.01695066,0,,,,,,,,,,,,,,,,,2454986.05060000,0.01330000,-0.01330000,0,,,,,,,,,5.1800000,0.3280000,-0.3280000,0,,,,,0.01788600,0.00096500,-0.00101900,0,,,,,,,,,,,,,,,,,,5679.00,93.91,-125.80,0,0.950000,0.160000,-0.082000,0,0.960000,0.052000,-0.057000,0,0.0000,0.1470,-0.1910,0,[Fe/H],4.470000,0.064000,-0.136000,0,19h37m56.95s,294.4872785,+42d00m24.86s,42.0069064,14.0150000,0.0580000,-0.0580000
Kepler-778 b,3.75574426000,0.00001083000,-0.00001083000,0,,,,,0.14987956,0.00892140,-0.01159782,0,,,,,,,,,,,,,,,,,2454966.43288000,0.00240000,-0.00240000,0,,,,,,,,,2.2971000,0.0719000,-0.0719000,0,,,,,0.01998500,0.00044900,-0.00085500,0,,,,,,,,,,,,,,,,,,5102.00,71.96,-62.12,0,0.770000,0.040000,-0.051000,0,0.810000,0.042000,-0.049000,0,-0.0900,0.1470,-0.1860,0,[Fe/H],4.580000,0.032000,-0.053000,0,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,13.7880000,0.0440000,-0.0440000
Kepler-357 c,16.85837000000,0.00008100000,-0.00008100000,0,0.1200000000,,,0,0.23800000,0.14000000,-0.14000000,0,,,,,,,,,,,,,,,,,2454975.34264000,0.00299000,-0.00299000,0,0.820000,0.340000,-0.340000,0,,,,,2.0160000,0.0870000,-0.0870000,0,,,,,,,,,,,,,,,,,,,,,,,,,,5036.00,200.00,-200.00,0,0.834000,0.487000,-0.487000,0,,,,,,,,,,4.503000,0.300000,-0.300000,0,19h24m58.31s,291.2429746,+44d00m31.08s,44.0086337,13.4080000,0.0320000,-0.0320000
EPIC 212424622 b,18.09830000000,0.00600000000,-0.00580000000,0,,,,,0.19359443,0.05977340,-0.03746989,0,,,,,,,,,,,,,,,,,2457263.26160000,0.00900000,-0.00690000,0,0.740000,0.080000,-0.070000,0,,,,,,,,,,,,,0.01480000,0.00130000,-0.00110000,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.106000,0.145000,-0.120000,0,,,,,,,,,,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,11.7750000,0.0210000,-0.0210000
