row_index,pl_name,n_clean,n_degenerate,n_failed,figure_path,npz_path,error
174,K2-295 b,46,84,5,results/multi_system/_chunks/chunk_06/status_row0174_K2-295_b.png,results/multi_system/_chunks/chunk_06/batch_row0174_K2-295_b.npz,
175,Kepler-18 d,0,133,2,results/multi_system/_chunks/chunk_06/status_row0175_Kepler-18_d.png,results/multi_system/_chunks/chunk_06/batch_row0175_Kepler-18_d.npz,
176,TOI-954 b,0,132,3,results/multi_system/_chunks/chunk_06/status_row0176_TOI-954_b.png,results/multi_system/_chunks/chunk_06/batch_row0176_TOI-954_b.npz,
177,Qatar-5 b,0,131,4,results/multi_system/_chunks/chunk_06/status_row0177_Qatar-5_b.png,results/multi_system/_chunks/chunk_06/batch_row0177_Qatar-5_b.npz,
178,K2-180 b,0,132,3,results/multi_system/_chunks/chunk_06/status_row0178_K2-180_b.png,results/multi_system/_chunks/chunk_06/batch_row0178_K2-180_b.npz,
179,TOI-5713 b,0,134,1,results/multi_system/_chunks/chunk_06/status_row0179_TOI-5713_b.png,results/multi_system/_chunks/chunk_06/batch_row0179_TOI-5713_b.npz,
180,TOI-2524 b,0,130,5,results/multi_system/_chunks/chunk_06/status_row0180_TOI-2524_b.png,results/multi_system/_chunks/chunk_06/batch_row0180_TOI-2524_b.npz,
181,TOI-1260 d,0,132,3,results/multi_system/_chunks/chunk_06/status_row0181_TOI-1260_d.png,results/multi_system/_chunks/chunk_06/batch_row0181_TOI-1260_d.npz,
182,AU Mic c,0,134,1,results/multi_system/_chunks/chunk_06/status_row0182_AU_Mic_c.png,results/multi_system/_chunks/chunk_06/batch_row0182_AU_Mic_c.npz,
183,CoRoT-1 b,83,47,5,results/multi_system/_chunks/chunk_06/status_row0183_CoRoT-1_b.png,results/multi_system/_chunks/chunk_06/batch_row0183_CoRoT-1_b.npz,
184,K2-285 d,0,131,4,results/multi_system/_chunks/chunk_06/status_row0184_K2-285_d.png,results/multi_system/_chunks/chunk_06/batch_row0184_K2-285_d.npz,
185,HAT-P-12 b,68,63,4,results/multi_system/_chunks/chunk_06/status_row0185_HAT-P-12_b.png,results/multi_system/_chunks/chunk_06/batch_row0185_HAT-P-12_b.npz,
186,TOI-912 b,0,132,3,results/multi_system/_chunks/chunk_06/status_row0186_TOI-912_b.png,results/multi_system/_chunks/chunk_06/batch_row0186_TOI-912_b.npz,
187,TOI-5422 b,0,132,3,results/multi_system/_chunks/chunk_06/status_row0187_TOI-5422_b.png,results/multi_system/_chunks/chunk_06/batch_row0187_TOI-5422_b.npz,
188,K2-19 c,0,133,2,results/multi_system/_chunks/chunk_06/status_row0188_K2-19_c.png,results/multi_system/_chunks/chunk_06/batch_row0188_K2-19_c.npz,
189,KOI-13 b,0,132,3,results/multi_system/_chunks/chunk_06/status_row0189_KOI-13_b.png,results/multi_system/_chunks/chunk_06/batch_row0189_KOI-13_b.npz,
190,TOI-7510 b,0,110,25,results/multi_system/_chunks/chunk_06/status_row0190_TOI-7510_b.png,results/multi_system/_chunks/chunk_06/batch_row0190_TOI-7510_b.npz,
191,TOI-1333 b,0,132,3,results/multi_system/_chunks/chunk_06/status_row0191_TOI-1333_b.png,results/multi_system/_chunks/chunk_06/batch_row0191_TOI-1333_b.npz,
192,LP 791-18 c,0,129,6,results/multi_system/_chunks/chunk_06/status_row0192_LP_791-18_c.png,results/multi_system/_chunks/chunk_06/batch_row0192_LP_791-18_c.npz,
193,LHS 3844 b,0,129,6,results/multi_system/_chunks/chunk_06/status_row0193_LHS_3844_b.png,results/multi_system/_chunks/chunk_06/batch_row0193_LHS_3844_b.npz,
194,K2-79 b,0,132,3,results/multi_system/_chunks/chunk_06/status_row0194_K2-79_b.png,results/multi_system/_chunks/chunk_06/batch_row0194_K2-79_b.npz,
195,EPIC 220674823 b,0,129,6,results/multi_system/_chunks/chunk_06/status_row0195_EPIC_220674823_b.png,results/multi_system/_chunks/chunk_06/batch_row0195_EPIC_220674823_b.npz,
196,EPIC 220674823 c,0,133,2,results/multi_system/_chunks/chunk_06/status_row0196_EPIC_220674823_c.png,results/multi_system/_chunks/chunk_06/batch_row0196_EPIC_220674823_c.npz,
197,K2-111 b,0,133,2,results/multi_system/_chunks/chunk_06/status_row0197_K2-111_b.png,results/multi_system/_chunks/chunk_06/batch_row0197_K2-111_b.npz,
198,K2-222 b,0,132,3,results/multi_system/_chunks/chunk_06/status_row0198_K2-222_b.png,results/multi_system/_chunks/chunk_06/batch_row0198_K2-222_b.npz,
199,K2-263 b,0,133,2,results/multi_system/_chunks/chunk_06/status_row0199_K2-263_b.png,results/multi_system/_chunks/chunk_06/batch_row0199_K2-263_b.npz,
200,TOI-1634 b,0,126,9,results/multi_system/_chunks/chunk_06/status_row0200_TOI-1634_b.png,results/multi_system/_chunks/chunk_06/batch_row0200_TOI-1634_b.npz,
201,TOI-1811 b,39,94,2,results/multi_system/_chunks/chunk_06/status_row0201_TOI-1811_b.png,results/multi_system/_chunks/chunk_06/batch_row0201_TOI-1811_b.npz,
202,GJ 1132 b,0,135,0,results/multi_system/_chunks/chunk_06/status_row0202_GJ_1132_b.png,results/multi_system/_chunks/chunk_06/batch_row0202_GJ_1132_b.npz,
